minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
1,0,1.3732214298586618,8,192
1,38,3.31,122,165
1,0,1.3732214298586618,0,250
1,2,0.27,0,85
2,10,0.2,345,235
3,16,1.63,0,175
3,143,4.43,3,115
1,91,2.38,246,61
1,2,2.0,365,95
3,1,0.03,0,120
14,0,1.3732214298586618,283,110
1,10,2.52,205,40
3,13,0.16,2,35
5,5,0.35,31,300
4,27,0.7,188,81
3,1,0.12,0,80
1,4,0.2,3,70
3,0,1.3732214298586618,88,139
1,2,0.04,0,300
3,8,2.79,188,180
6,12,0.47,251,107
5,0,1.3732214298586618,0,50
2,5,0.71,78,130
1,48,1.26,321,150
2,163,1.66,331,95
1,11,0.19,183,70
1,1,1.0,179,65
1,0,1.3732214298586618,0,60
30,34,1.94,333,1100
3,9,2.03,19,99
1,39,3.38,353,52
3,11,0.41,203,110
1,12,8.18,87,60
5,2,0.09,0,100
30,0,1.3732214298586618,341,35
3,19,0.27,9,150
2,4,3.24,70,56
3,2,0.11,5,80
2,45,2.75,0,69
2,2,0.05,0,89
1,2,2.0,90,100
3,15,1.05,365,45
3,0,1.3732214298586618,161,210
30,5,0.13,332,166
1,24,2.32,0,30
1,31,0.9,1,90
1,37,4.17,0,60
2,85,2.36,33,62
5,0,1.3732214298586618,39,200
30,0,1.3732214298586618,365,169
1,1,0.02,0,67
2,11,5.79,194,299
4,44,0.92,335,270
4,0,1.3732214298586618,0,550
3,36,2.65,332,150
3,100,1.98,6,100
3,2,1.58,73,210
30,0,1.3732214298586618,297,369
3,7,0.26,12,40
2,22,3.84,5,80
2,13,0.61,0,95
3,28,1.25,302,52
3,6,1.94,32,214
1,171,3.98,53,90
30,10,0.33,302,86
3,9,0.1,0,198
1,1,0.08,357,149
1,1,0.01,365,85
5,8,1.0,244,200
5,12,0.28,189,180
23,8,0.7,35,54
3,0,1.3732214298586618,178,50
3,62,1.51,58,109
1,13,0.52,0,100
2,11,4.29,55,100
1,5,5.0,361,50
2,5,0.18,0,35
3,1,0.03,0,350
3,12,0.79,112,108
5,0,1.3732214298586618,0,120
2,3,0.24,6,225
3,4,0.06,188,51
4,20,4.92,107,147
3,4,0.39,364,290
29,1,1.0,200,75
2,0,1.3732214298586618,364,75
2,0,1.3732214298586618,162,590
7,5,0.43,3,59
7,4,2.55,120,42
3,56,3.57,163,500
3,35,1.65,337,120
1,0,1.3732214298586618,364,346
5,152,2.14,110,69
4,15,0.63,13,352
1,164,4.25,340,199
7,0,1.3732214298586618,0,250
1,0,1.3732214298586618,0,110
3,6,0.22,194,200
3,6,0.17,0,75
2,3,3.0,128,179
10,8,0.17,0,175
2,17,1.19,0,150
1,1,0.12,360,39
3,0,1.3732214298586618,77,64
3,12,0.18,0,90
14,18,0.34,0,36
3,254,3.05,271,120
2,58,1.49,1,207
7,6,0.16,0,175
3,10,3.09,352,42
2,20,1.58,0,250
7,0,1.3732214298586618,0,93
3,8,5.11,231,350
3,44,3.11,135,99
2,2,0.12,0,110
2,2,0.05,0,500
1,163,4.75,102,40
7,0,1.3732214298586618,73,255
1,0,1.3732214298586618,365,270
3,5,0.16,0,90
1,0,1.3732214298586618,365,3750
1,2,0.04,0,175
2,3,3.0,309,160
4,7,0.14,0,169
2,6,0.41,0,153
5,0,1.3732214298586618,310,150
2,21,3.71,154,80
5,4,0.22,0,180
1,21,1.75,0,50
2,0,1.3732214298586618,0,55
30,0,1.3732214298586618,310,650
4,26,0.57,0,100
2,7,2.5,265,495
30,10,0.21,67,150
2,10,1.54,0,250
3,12,0.43,0,225
2,3,0.49,0,45
2,14,2.96,356,289
299,0,1.3732214298586618,0,80
1,0,1.3732214298586618,0,87
3,24,2.91,72,80
1,37,0.53,139,75
2,3,0.45,9,220
5,83,1.11,242,120
1,19,1.84,0,55
3,1,0.25,5,115
3,1,0.15,245,40
1,21,7.33,47,55
1,9,0.21,89,169
2,4,4.0,0,50
4,29,0.97,15,51
30,65,1.33,99,59
30,0,1.3732214298586618,353,170
2,52,1.04,35,185
2,12,0.47,0,90
30,9,0.18,345,27
3,20,2.64,164,49
1,0,1.3732214298586618,363,149
30,0,1.3732214298586618,274,175
2,16,4.14,355,60
7,0,1.3732214298586618,0,50
30,5,0.22,263,35
1,1,0.07,364,65
2,6,0.31,0,65
2,67,0.8,179,120
1,0,1.3732214298586618,0,80
4,10,0.23,0,190
2,121,3.5,70,149
10,49,0.48,152,130
1,1,0.02,0,139
2,0,1.3732214298586618,0,250
4,57,1.04,0,175
2,5,0.13,0,240
1,0,1.3732214298586618,1,85
5,1,0.16,173,110
3,20,2.74,283,260
30,1,0.31,347,85
7,3,0.03,157,165
1,3,0.41,359,160
1,67,0.87,348,135
3,14,1.44,106,49
7,2,0.04,0,115
1,73,4.57,30,80
1,15,2.38,45,44
1,220,7.23,319,89
2,6,0.16,0,150
3,0,1.3732214298586618,0,80
3,0,1.3732214298586618,0,25
30,12,0.2,358,275
1,3,0.08,0,130
4,15,0.38,0,199
2,58,0.67,0,92
5,0,1.3732214298586618,0,800
1,80,3.35,340,125
5,0,1.3732214298586618,0,139
3,8,0.81,361,100
4,0,1.3732214298586618,176,185
5,11,0.56,171,180
1,7,4.47,188,250
1,10,5.26,310,55
3,4,3.43,170,60
30,53,2.49,309,85
1,14,6.36,249,199
7,2,0.98,131,35
7,5,0.14,16,175
1,0,1.3732214298586618,0,122
5,1,0.03,0,129
15,0,1.3732214298586618,0,45
7,4,0.19,90,49
3,3,0.26,0,220
3,6,2.57,235,170
30,13,0.3,323,99
2,4,1.54,146,90
4,48,0.8,153,73
2,38,0.54,307,99
5,7,0.16,0,200
4,92,2.56,39,95
5,5,0.29,0,50
29,0,1.3732214298586618,324,170
2,80,2.42,35,51
1,6,0.17,0,65
1,0,1.3732214298586618,229,62
2,0,1.3732214298586618,0,89
7,49,0.82,296,140
1,48,6.96,296,60
3,8,1.33,0,45
2,1,1.0,163,319
30,0,1.3732214298586618,157,273
1,4,1.9,167,47
5,1,0.06,36,200
4,9,2.23,233,220
1,0,1.3732214298586618,33,125
1,7,0.71,0,90
2,0,1.3732214298586618,46,168
1,52,3.59,262,134
2,39,3.75,158,66
1,0,1.3732214298586618,0,65
2,403,4.1,201,189
4,15,0.32,324,50
2,0,1.3732214298586618,88,150
2,12,2.07,48,140
1,8,0.28,0,75
1,1,0.09,0,199
1,59,7.25,54,29
30,33,0.81,247,120
2,1,1.0,5,174
2,267,4.2,18,95
8,17,0.42,0,90
5,6,0.47,0,230
2,12,4.93,51,57
3,29,0.85,0,95
3,132,4.13,321,152
2,46,1.17,0,75
1,5,0.4,0,58
2,9,1.04,360,230
7,0,1.3732214298586618,365,1000
2,6,0.97,317,175
2,0,1.3732214298586618,364,200
2,48,0.8,365,500
4,0,1.3732214298586618,193,750
28,2,0.77,24,146
3,4,0.07,0,60
5,1,0.05,0,45
30,1,0.04,45,93
2,26,1.22,266,75
2,4,1.38,344,200
8,1,1.0,157,80
90,9,0.2,338,80
7,8,0.18,302,285
3,1,0.05,194,300
1,3,3.0,228,150
2,0,1.3732214298586618,55,500
3,2,1.71,39,50
15,0,1.3732214298586618,214,799
3,17,0.36,77,90
3,0,1.3732214298586618,280,245
3,68,2.81,128,100
3,0,1.3732214298586618,364,100
1,5,0.5,334,65
4,3,0.19,3,200
2,15,0.39,365,500
3,13,0.25,0,225
1,102,1.85,243,100
2,0,1.3732214298586618,0,120
4,0,1.3732214298586618,22,99
3,48,3.19,181,89
30,0,1.3732214298586618,249,225
1,17,6.46,208,33
1,2,0.03,0,150
30,0,1.3732214298586618,330,278
1,198,4.58,250,110
3,8,0.31,0,220
3,60,1.68,246,55
7,1,0.04,0,450
1,2,0.23,0,415
1,67,5.98,241,105
7,57,0.89,125,115
1,204,5.92,163,60
4,2,2.0,157,475
2,22,1.94,0,69
1,74,1.59,338,290
5,0,1.3732214298586618,0,200
2,1,1.0,56,275
3,1,0.02,0,150
1,78,4.16,312,320
7,0,1.3732214298586618,0,62
6,2,0.22,36,75
3,3,0.42,330,225
3,0,1.3732214298586618,0,120
28,13,0.52,0,250
15,11,1.23,331,185
4,13,0.64,18,115
30,5,0.36,308,79
14,1,0.04,180,490
1,0,1.3732214298586618,180,110
30,12,0.35,0,159
4,22,0.39,0,595
2,4,0.17,0,90
4,0,1.3732214298586618,0,180
1,89,2.41,139,150
1,131,4.9,277,148
30,6,0.14,8,130
4,21,1.46,5,150
2,3,0.08,0,60
2,129,2.24,346,80
2,105,3.61,131,60
1,107,3.21,62,124
30,0,1.3732214298586618,129,130
30,1,0.54,321,45
2,0,1.3732214298586618,55,315
1,23,0.69,290,65
30,10,0.26,303,130
1,0,1.3732214298586618,0,180
40,2,0.42,85,85
3,199,2.78,272,175
14,0,1.3732214298586618,0,50
2,20,4.29,5,85
2,43,0.82,302,45
1,0,1.3732214298586618,0,154
5,49,0.67,0,250
1,26,4.08,174,49
2,91,3.08,65,100
1,0,1.3732214298586618,5,750
2,4,0.56,0,195
3,93,4.16,89,105
3,8,0.81,0,88
1,5,0.47,180,80
5,54,1.43,236,145
1,152,4.54,248,175
2,1,0.59,354,140
2,6,0.12,0,125
60,1,0.05,0,80
1,40,3.12,59,102
3,5,0.1,0,129
1,31,1.2,90,95
1,13,0.49,0,70
2,11,0.6,88,175
1,0,1.3732214298586618,168,200
3,2,1.36,1,180
1,0,1.3732214298586618,0,230
3,3,2.43,345,150
2,104,2.72,362,69
2,8,0.71,6,33
200,271,4.84,64,130
1,0,1.3732214298586618,127,70
5,0,1.3732214298586618,0,52
30,3,0.32,213,142
2,13,2.57,16,300
5,1,0.07,0,99
2,0,1.3732214298586618,15,400
2,0,1.3732214298586618,8,150
5,10,0.28,68,65
7,1,0.16,42,300
2,28,0.82,80,70
4,84,2.87,93,150
7,19,1.02,11,99
3,154,2.72,153,72
3,3,0.06,0,250
3,1,0.03,0,49
1,0,1.3732214298586618,0,90
1,5,0.26,0,58
5,0,1.3732214298586618,356,40
3,3,0.42,0,80
1,17,0.72,365,45
2,24,0.56,0,110
2,0,1.3732214298586618,119,190
1,87,4.29,108,90
6,1,0.02,0,150
4,3,0.16,0,65
1,0,1.3732214298586618,0,99
1,2,0.11,0,55
5,30,0.94,0,45
30,1,0.6,226,68
3,14,1.85,153,150
5,3,0.1,179,65
2,3,0.23,0,220
2,1,1.0,342,180
5,72,2.35,7,60
3,12,0.35,274,125
2,8,0.9,4,69
4,79,3.03,211,180
2,23,1.66,77,225
2,23,3.37,295,185
1,1,0.03,0,165
1,198,3.47,169,96
1,1,0.02,0,150
5,1,0.05,0,434
7,0,1.3732214298586618,365,169
1,28,2.47,73,50
60,0,1.3732214298586618,353,159
1,6,0.31,358,139
5,13,0.35,0,100
1,3,0.18,0,70
4,63,1.67,67,123
4,6,0.37,0,120
3,0,1.3732214298586618,0,100
30,7,0.18,280,175
1,0,1.3732214298586618,0,125
5,11,0.23,0,100
28,0,1.3732214298586618,365,55
7,3,0.05,44,225
1,87,3.72,24,55
1,74,2.03,236,50
1,0,1.3732214298586618,363,85
10,0,1.3732214298586618,0,40
1,205,5.89,179,75
29,0,1.3732214298586618,333,222
2,4,0.64,325,175
4,94,2.72,326,180
2,4,2.67,27,275
2,0,1.3732214298586618,0,37
1,113,6.7,13,89
2,104,2.33,0,57
3,110,3.02,246,199
7,1,0.02,0,49
4,130,1.92,270,215
2,179,2.2,0,165
1,2,0.09,0,60
28,1,0.23,251,675
1,0,1.3732214298586618,0,179
2,3,0.04,0,119
3,2,0.06,0,40
9,1,0.33,83,60
2,14,0.82,124,185
3,16,1.08,0,95
2,15,2.76,0,61
1,4,0.1,357,800
30,1,1.0,346,60
3,0,1.3732214298586618,0,200
4,36,0.96,80,65
5,51,3.23,57,80
30,12,0.35,325,150
1,0,1.3732214298586618,321,49
1,37,3.58,142,55
7,8,0.76,0,200
5,19,1.03,295,129
6,14,0.35,335,44
1,0,1.3732214298586618,0,150
3,31,1.11,365,44
11,0,1.3732214298586618,25,100
2,1,0.81,361,93
2,4,1.52,79,365
7,0,1.3732214298586618,0,125
5,9,0.35,78,150
4,16,0.65,14,220
7,10,0.15,0,75
1,0,1.3732214298586618,365,65
2,36,2.8,321,200
1,23,2.43,0,89
4,2,0.05,0,45
3,26,3.79,219,100
3,4,0.09,0,130
3,1,0.03,0,90
30,2,0.08,362,229
1,1,0.02,0,225
2,8,2.03,108,257
2,6,3.83,273,225
2,41,2.11,0,75
2,6,0.32,0,58
1,4,2.45,50,200
1,121,2.03,171,175
4,0,1.3732214298586618,0,400
3,6,0.28,15,95
5,24,0.44,0,100
1,8,8.0,312,299
1,2,1.62,362,77
2,5,0.63,158,175
3,6,0.17,43,120
1,0,1.3732214298586618,0,500
5,2,0.19,0,140
5,12,0.28,0,80
2,33,1.74,65,80
5,37,0.91,0,150
2,11,9.17,44,55
2,1,1.0,133,45
30,154,1.87,157,165
3,25,1.8,157,225
2,51,2.22,295,110
1,4,0.11,0,50
3,58,1.72,138,165
3,1,1.0,107,150
1,4,4.0,113,108
2,38,0.81,290,110
5,4,0.07,9,200
2,338,3.9,225,225
2,2,2.0,335,250
2,7,1.96,0,71
1,7,0.49,226,153
1,28,0.64,364,235
3,64,1.84,264,150
1,13,0.62,361,500
2,19,1.38,337,50
2,15,1.4,230,199
2,14,3.56,97,79
2,0,1.3732214298586618,318,280
7,0,1.3732214298586618,0,70
2,0,1.3732214298586618,0,70
1,55,2.01,345,78
2,90,2.58,35,165
1,0,1.3732214298586618,0,300
2,2,0.98,315,244
4,136,3.59,17,119
30,3,0.11,204,118
5,4,0.11,0,80
1,7,0.42,0,118
3,4,0.5,69,150
1,20,0.59,81,120
2,2,0.04,0,150
2,59,0.84,360,125
4,10,1.18,74,63
5,3,0.12,364,55
5,124,1.93,279,124
7,0,1.3732214298586618,39,300
2,23,0.32,365,300
2,6,1.09,153,243
2,49,3.52,233,180
2,3,0.18,89,85
1,166,5.09,0,54
3,4,0.59,0,180
1,0,1.3732214298586618,9,60
4,16,0.95,300,69
2,4,2.55,336,249
3,38,0.56,157,85
1,9,0.2,340,125
1,8,0.14,0,90
1,11,4.58,29,125
2,59,2.69,36,85
30,0,1.3732214298586618,331,117
2,1,0.04,0,160
3,207,3.76,151,170
3,17,1.1,14,125
4,0,1.3732214298586618,0,40
7,28,0.58,340,900
1,16,0.63,0,170
2,64,3.95,225,69
2,0,1.3732214298586618,343,99
2,18,1.28,1,199
30,1,0.26,274,305
28,101,1.06,167,105
6,6,0.2,0,40
2,63,3.9,239,275
1,58,6.42,75,45
2,5,4.17,301,70
17,14,0.14,362,60
3,1,1.0,0,200
4,11,1.13,3,150
4,132,1.51,195,55
7,0,1.3732214298586618,19,65
3,35,4.1,5,60
2,51,3.1,5,77
2,22,0.81,0,175
2,4,0.17,0,98
1,0,1.3732214298586618,89,2800
1,2,0.22,365,228
1,10,2.11,0,80
2,78,4.43,0,173
1,1,1.0,365,65
3,19,0.25,194,175
4,19,0.51,349,1000
3,6,0.54,0,95
4,118,2.54,17,60
14,10,0.21,0,50
7,2,0.11,311,85
3,2,0.06,0,50
5,4,0.07,0,145
2,7,0.27,0,250
10,2,0.1,0,189
7,0,1.3732214298586618,0,750
4,10,0.17,348,225
2,30,5.29,274,250
3,6,0.13,0,166
1,1,0.02,0,77
2,123,2.74,263,150
1,32,0.87,0,225
6,3,0.1,0,290
1,1,0.05,0,40
2,2,0.04,0,250
2,37,1.81,35,40
3,3,0.12,0,120
2,38,0.89,0,80
1,3,0.07,0,170
1,1,0.31,335,560
2,0,1.3732214298586618,157,205
30,23,0.4,226,93
2,2,2.0,125,65
3,37,0.66,334,72
4,10,0.47,10,269
3,74,1.72,251,95
14,0,1.3732214298586618,59,160
5,19,1.29,140,71
2,81,1.59,0,175
6,1,0.1,0,50
1,281,3.7,322,59
1,3,0.62,0,30
30,3,0.15,0,250
2,37,0.58,97,100
4,0,1.3732214298586618,0,100
20,0,1.3732214298586618,35,150
3,85,1.59,158,249
6,58,0.63,0,70
30,24,0.25,358,95
2,27,1.02,0,60
4,7,0.33,0,250
1,48,0.59,312,72
3,35,0.63,207,148
2,100,1.49,280,100
5,28,3.13,0,170
7,3,0.04,0,120
1,1,0.02,0,45
60,0,1.3732214298586618,311,80
5,4,2.11,9,208
2,36,3.17,218,79
5,10,0.37,0,160
5,2,0.05,0,90
7,10,0.37,0,168
3,6,0.91,305,149
3,0,1.3732214298586618,0,100
10,0,1.3732214298586618,83,63
2,8,1.98,42,172
1,56,1.58,0,65
3,0,1.3732214298586618,0,190
2,2,0.3,0,60
1,5,0.11,31,75
3,23,1.56,17,270
3,18,3.83,26,250
4,72,0.81,343,49
10,56,1.08,131,71
4,0,1.3732214298586618,27,92
2,61,0.86,90,100
30,3,0.36,321,40
3,0,1.3732214298586618,0,150
6,4,0.45,365,270
2,188,1.5,39,85
1,1,0.03,0,60
3,13,0.28,333,69
7,4,0.37,4,250
5,9,0.15,6,150
90,3,0.08,0,250
1,0,1.3732214298586618,365,900
5,6,0.14,0,65
7,2,2.0,135,190
30,2,0.15,140,125
7,0,1.3732214298586618,5,90
1,0,1.3732214298586618,0,96
6,0,1.3732214298586618,0,60
1,2,0.05,0,90
2,3,1.5,47,45
1,10,1.42,361,75
3,58,2.12,152,200
1,181,4.59,282,84
3,4,0.12,0,150
4,165,3.26,15,81
4,2,1.36,5,170
4,17,0.28,0,158
2,7,1.08,0,130
2,8,0.13,0,65
1,0,1.3732214298586618,0,90
2,5,1.17,76,316
2,5,1.92,350,229
1,9,0.24,0,195
7,5,0.1,0,150
2,42,0.74,334,95
5,0,1.3732214298586618,0,75
1,38,0.89,360,272
7,2,0.12,279,53
14,0,1.3732214298586618,0,80
30,1,0.03,365,57
14,19,0.26,279,133
2,25,3.95,280,69
2,20,2.4,230,40
2,77,2.97,88,200
3,0,1.3732214298586618,105,78
2,1,0.7,62,80
4,1,0.03,0,101
3,1,0.03,0,115
3,0,1.3732214298586618,187,80
1,129,4.7,365,80
29,0,1.3732214298586618,334,184
2,51,0.89,351,125
1,73,2.2,0,29
2,0,1.3732214298586618,0,70
3,55,1.29,5,147
20,0,1.3732214298586618,66,75
30,0,1.3732214298586618,352,239
1,11,4.52,129,63
1,21,3.71,46,156
2,0,1.3732214298586618,0,130
3,279,2.69,301,100
7,8,0.35,301,90
1,0,1.3732214298586618,0,110
2,11,1.76,117,120
15,21,0.43,360,69
7,2,0.07,0,135
4,44,0.7,341,155
4,81,1.07,310,275
21,14,0.91,0,199
3,39,0.89,0,150
3,39,0.47,44,145
2,2,0.32,0,131
2,19,4.67,81,80
3,0,1.3732214298586618,69,950
1,20,2.82,53,55
2,2,0.19,0,90
6,1,0.04,0,50
2,8,0.76,331,59
30,2,0.44,346,125
14,1,0.02,0,50
1,133,7.87,336,75
7,0,1.3732214298586618,321,25
3,3,0.09,0,75
7,4,0.4,0,110
1,5,0.15,0,40
2,1,1.0,36,260
15,4,0.09,0,495
2,70,0.85,0,250
4,68,0.77,271,195
1,10,2.36,363,1497
1,272,5.98,305,239
3,6,0.25,0,60
1,0,1.3732214298586618,0,92
1,0,1.3732214298586618,0,40
2,29,1.97,200,110
30,7,0.13,332,140
30,0,1.3732214298586618,0,155
3,13,0.66,0,60
3,1,1.0,90,45
4,9,1.09,70,130
2,5,0.2,0,68
3,30,1.52,101,200
3,1,0.02,0,75
2,0,1.3732214298586618,0,79
3,4,0.15,0,150
30,0,1.3732214298586618,364,487
1,208,3.22,261,109
3,0,1.3732214298586618,0,65
7,34,1.47,36,45
2,5,0.11,0,350
2,12,2.02,284,140
3,14,0.52,29,196
3,38,0.42,365,75
3,2,0.32,0,120
1,0,1.3732214298586618,0,40
30,8,0.36,342,125
2,17,3.13,175,119
2,55,2.47,18,105
30,2,0.32,335,210
1,67,6.07,337,99
2,5,0.08,311,80
2,3,0.07,19,199
1,0,1.3732214298586618,0,180
2,74,2.2,62,100
2,173,2.71,276,92
1,0,1.3732214298586618,0,70
4,54,2.06,0,95
14,5,0.09,0,88
2,1,1.0,349,85
1,30,2.56,48,142
30,3,0.69,341,133
2,42,3.59,54,45
1,1,0.09,0,65
1,8,0.16,191,125
3,2,0.63,339,90
1,25,6.76,9,70
60,3,0.04,365,100
2,5,1.65,1,70
3,0,1.3732214298586618,0,59
1,151,3.37,325,59
1,7,0.09,365,900
1,38,2.28,47,60
3,13,0.7,176,30
2,28,1.15,64,299
1,117,4.56,118,28
3,3,0.45,0,65
1,0,1.3732214298586618,111,250
30,20,0.36,249,90
2,3,3.0,83,80
1,5,0.69,272,212
1,1,0.03,0,79
3,82,0.7,140,228
5,5,0.17,13,232
2,210,2.1,261,115
4,35,2.36,5,34
1,0,1.3732214298586618,228,225
2,19,0.38,0,340
3,3,3.0,25,223
30,0,1.3732214298586618,357,145
3,29,2.2,41,249
3,0,1.3732214298586618,0,100
30,48,0.63,0,150
3,39,3.79,300,50
5,0,1.3732214298586618,0,105
2,0,1.3732214298586618,0,65
2,1,0.1,363,75
2,32,1.03,55,165
2,84,4.03,103,135
1,35,1.29,9,235
1,133,2.85,267,110
5,42,1.07,267,198
1,27,5.66,62,97
2,4,0.15,341,215
21,88,1.5,364,80
3,7,1.59,58,60
30,0,1.3732214298586618,363,239
2,13,0.27,176,129
3,4,0.6,155,80
30,5,0.26,254,255
1,0,1.3732214298586618,0,140
30,0,1.3732214298586618,338,120
3,0,1.3732214298586618,99,54
1,1,0.57,342,197
2,7,0.37,0,35
1,0,1.3732214298586618,0,75
2,16,3.27,11,85
5,84,3.15,69,325
4,91,2.82,215,55
7,10,0.51,11,89
1,0,1.3732214298586618,56,35
7,5,0.28,8,111
1,64,0.68,238,88
1,96,3.82,79,58
30,1,0.12,345,369
30,7,0.19,52,155
1,5,0.22,89,100
1,2,0.09,88,80
2,67,3.54,20,50
3,7,0.38,357,35
2,22,1.17,1,109
5,5,0.81,0,99
2,1,1.0,115,499
1,1,0.79,70,49
11,11,0.23,11,55
30,1,0.1,1,41
2,2,0.13,0,166
2,2,0.19,3,400
2,8,0.84,45,59
14,0,1.3732214298586618,0,106
30,0,1.3732214298586618,54,33
1,65,10.6,320,39
1,18,1.38,297,89
1,10,0.87,356,49
2,8,0.87,0,190
5,2,0.05,0,140
1,3,0.26,0,275
1,9,1.01,0,200
2,64,0.91,132,145
1,0,1.3732214298586618,0,145
3,0,1.3732214298586618,0,980
2,9,2.11,346,229
3,21,0.67,0,135
2,0,1.3732214298586618,0,100
5,3,0.2,355,45
4,0,1.3732214298586618,0,125
4,3,0.32,16,220
2,2,0.06,0,185
2,63,1.68,336,60
1,3,0.49,0,99
1,0,1.3732214298586618,0,50
5,23,1.35,301,650
5,2,0.19,0,200
1,78,1.94,337,45
2,71,0.61,304,110
1,0,1.3732214298586618,0,158
2,16,0.61,0,69
15,3,0.42,331,45
4,9,0.8,351,249
30,0,1.3732214298586618,365,138
1,0,1.3732214298586618,365,70
2,9,0.96,41,110
30,27,0.38,137,104
7,11,0.42,98,71
365,7,0.14,337,99
3,1,1.0,292,900
1,185,7.64,73,93
2,2,0.14,0,450
5,0,1.3732214298586618,0,80
1,4,0.12,0,50
20,13,0.25,0,110
1,0,1.3732214298586618,0,69
5,26,1.16,344,137
2,42,0.87,0,60
1,2,0.05,0,60
2,13,1.88,24,90
1,103,2.68,0,45
30,4,0.13,331,190
2,6,0.15,0,80
2,2,0.85,224,60
3,3,1.14,19,154
4,3,0.05,0,46
2,8,0.13,0,215
14,0,1.3732214298586618,0,110
7,29,0.46,3,303
1,0,1.3732214298586618,0,110
3,2,0.41,0,75
2,6,0.31,0,43
1,1,0.59,365,99
2,84,1.51,178,170
2,6,0.42,0,30
14,1,0.05,0,225
2,55,0.89,348,125
20,28,0.34,188,65
16,9,0.19,23,78
30,0,1.3732214298586618,191,35
4,54,1.14,0,101
3,3,0.43,0,40
2,22,2.22,83,149
1,1,0.03,0,66
2,6,0.8,3,300
1,0,1.3732214298586618,0,75
4,23,0.67,262,125
2,9,0.25,0,51
1,7,3.56,365,57
30,1,0.77,323,100
2,23,1.39,0,45
1,15,0.35,0,175
2,21,0.29,3,150
1,90,3.8,331,99
1,29,2.46,288,118
2,11,1.96,172,175
1,2,0.14,0,72
2,36,0.54,133,60
1,0,1.3732214298586618,364,350
2,2,0.23,74,69
2,0,1.3732214298586618,0,90
28,55,0.67,89,68
1,0,1.3732214298586618,0,80
2,18,2.62,60,85
7,0,1.3732214298586618,0,60
7,1,0.02,0,200
3,33,1.15,305,165
2,8,1.06,0,110
4,1,1.0,168,650
2,1,1.0,335,125
4,137,2.83,261,185
30,0,1.3732214298586618,317,60
90,2,0.06,177,249
1,3,3.0,84,145
30,7,0.24,66,142
10,6,0.26,0,72
4,5,0.38,61,40
29,0,1.3732214298586618,325,279
30,25,0.36,188,65
5,81,2.18,0,41
1,13,0.51,0,75
1,143,3.19,276,55
2,24,0.98,1,40
7,0,1.3732214298586618,0,200
3,5,0.13,8,140
3,87,1.53,204,158
31,1,0.23,342,40
1,90,1.43,74,47
1,69,8.35,233,73
4,6,0.32,346,150
2,199,3.42,298,129
5,0,1.3732214298586618,116,1250
3,11,0.84,3,374
2,3,0.08,260,450
3,1,0.34,0,100
4,0,1.3732214298586618,19,945
5,1,0.08,0,150
2,4,0.15,0,55
1,0,1.3732214298586618,0,50
30,9,0.25,127,125
1,66,3.29,19,60
2,9,0.25,0,400
2,3,0.09,0,50
2,123,1.63,268,176
15,22,0.7,145,30
3,41,1.42,147,250
3,0,1.3732214298586618,0,65
6,3,0.07,0,100
1,0,1.3732214298586618,0,180
1,1,1.0,116,50
30,0,1.3732214298586618,0,54
30,4,0.35,346,90
2,3,0.1,180,400
4,0,1.3732214298586618,29,58
2,19,0.23,220,54
30,8,0.43,301,133
3,47,2.77,0,85
1,0,1.3732214298586618,6,46
30,0,1.3732214298586618,242,239
4,0,1.3732214298586618,0,500
5,53,1.67,0,199
1,1,0.5,0,230
1,8,0.13,365,179
2,0,1.3732214298586618,0,160
1,1,0.06,364,69
1,40,3.79,169,65
4,0,1.3732214298586618,88,150
2,0,1.3732214298586618,0,300
4,3,0.17,0,49
2,3,0.08,0,290
1,102,4.55,33,225
2,2,0.04,0,127
3,34,1.0,198,170
4,4,0.12,0,250
4,12,0.16,330,110
2,4,0.11,0,115
4,7,0.93,244,400
4,114,3.72,0,31
6,11,0.62,0,175
2,19,1.84,0,179
1,92,5.01,79,59
2,20,4.48,80,42
1,0,1.3732214298586618,0,131
2,24,4.26,263,247
30,0,1.3732214298586618,156,135
5,4,0.15,0,21
47,5,0.18,188,77
5,7,0.26,0,65
2,153,3.0,0,115
5,1,0.11,0,230
1,0,1.3732214298586618,0,300
1,48,1.45,17,40
8,0,1.3732214298586618,0,49
2,6,0.27,4,155
2,9,0.19,280,60
3,8,0.63,0,125
15,0,1.3732214298586618,22,78
3,4,0.31,13,78
1,149,4.17,185,65
3,1,0.05,0,90
2,1,0.37,347,125
30,13,1.77,333,65
1,66,3.32,84,129
1,3,3.0,127,249
1,122,5.42,193,120
1,0,1.3732214298586618,0,189
7,4,0.11,0,50
1,0,1.3732214298586618,0,115
5,25,2.42,127,165
3,3,0.08,0,250
30,7,0.12,339,122
3,5,0.24,0,100
5,3,0.16,0,45
1,1,0.02,0,185
3,3,0.13,66,70
2,6,0.56,6,115
1,0,1.3732214298586618,0,220
2,1,0.16,0,200
3,0,1.3732214298586618,0,80
7,31,0.66,11,269
3,15,0.27,0,100
1,0,1.3732214298586618,16,39
3,17,0.67,66,60
14,20,0.46,41,135
30,1,0.1,188,200
2,0,1.3732214298586618,0,125
2,63,2.23,140,115
1,25,0.93,0,85
1,6,5.14,52,60
5,142,2.3,80,85
1,0,1.3732214298586618,0,85
3,0,1.3732214298586618,188,170
1,44,0.78,7,126
